// Initial random seed:
2285216215472

// RunInitializeCallbacks():
initializeSLiMModelType(modelType = 'nonWF');
initializeSLiMOptions(keepPedigrees = T);
initializeTreeSeq();
initializeMutationType(1, 0.5, "f", 0);
initializeGenomicElementType(1, m1, 1);
initializeGenomicElement(g1, 0, 51304565);
initializeMutationRate(0);
initializeRecombinationRate(c(8.09699e-08, 8.13152e-08, 8.13197e-08, 8.13263e-08, 8.12961e-08, 8.02477e-08, 8.02692e-08, 5.68315e-08, 5.68597e-08, 5.68962e-08, 4.41942e-08, 4.41836e-08, 4.42037e-08, 4.31059e-08, 4.29861e-08, 4.2993e-08, 4.29909e-08, 4.31146e-08, 4.32474e-08, 4.32826e-08, 4.32803e-08, 4.32802e-08, 4.33316e-08, 4.34767e-08, 4.39324e-08, 4.39672e-08, 4.39672e-08, 4.40611e-08, 4.40643e-08, 4.41027e-08, 3.66609e-08, 4.40668e-08, 4.4136e-08, 4.41371e-08, 4.41319e-08, 4.41383e-08, 4.41345e-08, 4.32378e-08, 4.23466e-08, 4.15945e-08, 3.61129e-08, 2.7472e-08, 2.58494e-08, 1.67211e-08, 1.6637e-08, 1.11387e-09, 1.11391e-09, 1.13358e-09, 1.23635e-09, 1.23635e-09, ...), c(16052616, 16053622, 16053657, 16053756, 16054711, 16054958, 16055068, 16055169, 16055205, 16059732, 16061014, 16061340, 16069372, 16072290, 16076925, 16079491, 16099435, 16100057, 16102323, 16103900, 16110034, 16112334, 16136812, 16140626, 16173177, 16201031, 16227429, 16231421, 16252598, 16267519, 16299534, 16317414, 16343551, 16343809, 16344412, 16344570, 16345580, 16346069, 16347192, 16351377, 16351602, 16351850, 16352355, 16364823, 16407118, 16473583, 16477441, 16489237, 16494093, 16494185, ...));

// Starting run at generation <start>:
58000 

#WARNING (SLiMSim::ReadProvenanceTable): the model type of the .trees file does not match the current model type.
Mutation<17:0>
58000	34039	0.160434	23992	9172	875	1	1	1	1
58001	34039	0.159405	24014	9198	827	1	1	1	29506
58002	17386	0.179541	11993	4543	850	0.5	0.5	1	21804
58003	17630	0.204538	11527	4994	1109	0.5	0.5	1	15096
58004	17750	0.236338	10811	5488	1451	0.5	0.5	1	15256
58005	17894	0.274925	9974	6001	1919	0.5	0.5	1	15447
58006	34039	0.275669	17858	13595	2586	1	1	1	17474
58007	34039	0.272261	18011	13521	2507	1	1	1	29422
58008	34039	0.274053	17983	13455	2601	1	1	1	29454
58009	34039	0.2773	17762	13676	2601	1	1	1	29413
58010	34039	0.276271	17870	13530	2639	1	1	1	29327
58011	34039	0.278548	17686	13743	2610	1	1	1	29398
58012	34039	0.278768	17642	13816	2581	1	1	1	29446
58013	34039	0.276124	17798	13684	2557	1	1	1	29458
58014	34039	0.276785	17839	13557	2643	1	1	1	29468
58015	34039	0.277402	17785	13623	2631	1	1	1	29381
58016	34039	0.277197	17826	13555	2658	1	1	1	29410
