// Initial random seed:
2285256215473

// RunInitializeCallbacks():
initializeSLiMModelType(modelType = 'nonWF');
initializeSLiMOptions(keepPedigrees = T);
initializeTreeSeq();
initializeMutationType(1, 0.5, "f", 0);
initializeGenomicElementType(1, m1, 1);
initializeGenomicElement(g1, 0, 51304565);
initializeMutationRate(0);
initializeRecombinationRate(c(8.09699e-08, 8.13152e-08, 8.13197e-08, 8.13263e-08, 8.12961e-08, 8.02477e-08, 8.02692e-08, 5.68315e-08, 5.68597e-08, 5.68962e-08, 4.41942e-08, 4.41836e-08, 4.42037e-08, 4.31059e-08, 4.29861e-08, 4.2993e-08, 4.29909e-08, 4.31146e-08, 4.32474e-08, 4.32826e-08, 4.32803e-08, 4.32802e-08, 4.33316e-08, 4.34767e-08, 4.39324e-08, 4.39672e-08, 4.39672e-08, 4.40611e-08, 4.40643e-08, 4.41027e-08, 3.66609e-08, 4.40668e-08, 4.4136e-08, 4.41371e-08, 4.41319e-08, 4.41383e-08, 4.41345e-08, 4.32378e-08, 4.23466e-08, 4.15945e-08, 3.61129e-08, 2.7472e-08, 2.58494e-08, 1.67211e-08, 1.6637e-08, 1.11387e-09, 1.11391e-09, 1.13358e-09, 1.23635e-09, 1.23635e-09, ...), c(16052616, 16053622, 16053657, 16053756, 16054711, 16054958, 16055068, 16055169, 16055205, 16059732, 16061014, 16061340, 16069372, 16072290, 16076925, 16079491, 16099435, 16100057, 16102323, 16103900, 16110034, 16112334, 16136812, 16140626, 16173177, 16201031, 16227429, 16231421, 16252598, 16267519, 16299534, 16317414, 16343551, 16343809, 16344412, 16344570, 16345580, 16346069, 16347192, 16351377, 16351602, 16351850, 16352355, 16364823, 16407118, 16473583, 16477441, 16489237, 16494093, 16494185, ...));

// Starting run at generation <start>:
58000 

#WARNING (SLiMSim::ReadProvenanceTable): the model type of the .trees file does not match the current model type.
Mutation<17:0>
58000	34039	0.160434	23992	9172	875	1	1	1	1
58001	34039	0.158362	24143	9011	885	1	1	1	29370
58002	17440	0.180017	12011	4579	850	0.5	0.5	1	21876
58003	17612	0.208068	11398	5099	1115	0.5	0.5	1	15068
58004	17907	0.242056	10793	5559	1555	0.5	0.5	1	15273
58005	18045	0.280826	9903	6149	1993	0.5	0.5	1	15482
58006	34039	0.28034	17600	13793	2646	1	1	1	17616
58007	34039	0.282074	17530	13815	2694	1	1	1	29435
58008	34039	0.278783	17663	13773	2603	1	1	1	29370
58009	34039	0.278357	17662	13804	2573	1	1	1	29502
58010	34039	0.27514	17896	13555	2588	1	1	1	29361
58011	34039	0.275463	17859	13607	2573	1	1	1	29473
58012	34039	0.274714	17930	13516	2593	1	1	1	29399
58013	34039	0.274494	17917	13557	2565	1	1	1	29383
58014	34039	0.275184	17873	13598	2568	1	1	1	29341
58015	34039	0.275317	17908	13519	2612	1	1	1	29442
58016	34039	0.274729	17860	13655	2524	1	1	1	29333
